ProblemId,Result,TotalTime
MNIST_P4_N15,NnenumError(Return code: 1),14.2325
MNIST_P3_N17,NnenumError(Return code: 1),14.2358
MNIST_P3_N39,unsat,97.1166
MNIST_P7_N10,unsat,96.4337
MNIST_P8_N42,outofmemory,105.389
MNIST_P3_N8,NnenumTranslatorError(Invalid property: Comparing expressions with different shapes is not supported),0.11
MNIST_P12_N18,NnenumError(Return code: 1),13.5351
MNIST_P11_N47,unsat,98.6563
MNIST_P4_N12,NnenumError(Return code: 1),14.2853
MNIST_P7_N48,NnenumError(Return code: 1),15.0141
MNIST_P14_N23,unsat,95.6579
MNIST_P5_N15,NnenumError(Return code: 1),14.0672
MNIST_P3_N42,unsat,97.3237
MNIST_P0_N49,NnenumError(Return code: 1),14.7147
MNIST_P7_N40,unsat,91.5711
MNIST_P15_N22,NnenumError(Return code: 1),14.341
MNIST_P9_N26,NnenumError(Return code: 1),13.7539
MNIST_P1_N3,NnenumError(Return code: 1),14.69
MNIST_P9_N8,NnenumTranslatorError(Unknown shape for variable x_0),0.0328
MNIST_P3_N36,unsat,102.7333
MNIST_P13_N1,unsat,87.1506
MNIST_P2_N21,NnenumError(Return code: 1),14.495
MNIST_P15_N10,unsat,89.4786
MNIST_P7_N17,NnenumError(Return code: 1),8.0175
MNIST_P9_N31,unsat,107.8532
MNIST_P3_N15,NnenumError(Return code: 1),9.3383
MNIST_P15_N13,unsat,79.7216
MNIST_P7_N3,NnenumError(Return code: 1),13.1998
MNIST_P11_N49,NnenumError(Return code: 1),12.4162
MNIST_P15_N3,NnenumError(Return code: 1),12.6398
MNIST_P2_N48,NnenumError(Return code: 1),14.3417
MNIST_P3_N33,NnenumError(Return code: 1),12.9818
MNIST_P2_N20,NnenumError(Return code: 1),11.3054
MNIST_P6_N31,unsat,135.3531
MNIST_P9_N36,unsat,134.6068
MNIST_P14_N42,unsat,81.5803
MNIST_P12_N19,NnenumError(Return code: 1),8.8486
MNIST_P13_N46,unsat,115.5026
MNIST_P13_N18,NnenumError(Return code: 1),10.5043
MNIST_P7_N22,NnenumError(Return code: 1),10.7963
MNIST_P1_N9,unsat,115.2966
MNIST_P10_N47,unsat,109.2931
MNIST_P1_N47,unsat,119.548
MNIST_P6_N24,outofmemory,51.299
MNIST_P6_N14,NnenumError(Return code: 1),10.3087
MNIST_P2_N39,outofmemory,50.129
MNIST_P8_N12,NnenumError(Return code: 1),10.0184
MNIST_P4_N40,unsat,93.0462
MNIST_P10_N39,unsat,100.2608
MNIST_P0_N38,unsat,100.1485
MNIST_P4_N3,NnenumError(Return code: 1),10.6685
MNIST_P5_N24,unsat,92.4085
MNIST_P1_N37,unsat,104.1264
MNIST_P3_N29,unsat,96.9846
MNIST_P11_N35,unsat,93.9956
MNIST_P3_N46,unsat,111.3457
MNIST_P14_N48,NnenumError(Return code: 1),12.1891
MNIST_P5_N19,NnenumError(Return code: 1),11.355
MNIST_P4_N7,unsat,98.2325
MNIST_P5_N29,unsat,94.2874
MNIST_P8_N36,unsat,126.2942
MNIST_P4_N10,unsat,95.7046
MNIST_P4_N44,unsat,95.5689
MNIST_P6_N17,NnenumError(Return code: 1),11.643
MNIST_P3_N13,unsat,87.4522
MNIST_P15_N1,unsat,86.0445
MNIST_P11_N8,NnenumTranslatorError(Unknown shape for variable x_0),0.0715
MNIST_P8_N7,outofmemory,62.736
MNIST_P1_N25,unsat,119.0269
MNIST_P12_N4,NnenumError(Return code: 1),8.7004
MNIST_P12_N21,NnenumError(Return code: 1),8.7085
MNIST_P4_N25,unsat,117.1901
MNIST_P2_N12,NnenumError(Return code: 1),10.2002
MNIST_P11_N29,unsat,92.9277
MNIST_P3_N18,NnenumError(Return code: 1),10.1851
MNIST_P15_N40,unsat,94.7888
MNIST_P1_N7,unsat,95.3682
MNIST_P9_N48,NnenumError(Return code: 1),10.8628
MNIST_P12_N39,unsat,94.4176
MNIST_P10_N24,unsat,94.0245
MNIST_P7_N12,NnenumError(Return code: 1),10.5569
MNIST_P12_N2,unsat,141.0753
MNIST_P7_N31,unsat,122.2357
MNIST_P16_N9,unsat,107.8547
MNIST_P6_N44,unsat,96.1378
MNIST_P8_N38,outofmemory,60.419
MNIST_P12_N13,unsat,94.7438
MNIST_P12_N45,unsat,93.4535
MNIST_P6_N25,unsat,119.3408
MNIST_P6_N27,NnenumError(Return code: 1),11.7764
MNIST_P13_N12,NnenumError(Return code: 1),11.7528
MNIST_P5_N42,unsat,92.6261
MNIST_P5_N49,NnenumError(Return code: 1),11.2568
MNIST_P10_N45,unsat,89.0359
MNIST_P15_N23,unsat,96.4619
MNIST_P12_N3,NnenumError(Return code: 1),10.8768
MNIST_P8_N39,unsat,96.8555
MNIST_P9_N18,NnenumError(Return code: 1),10.4061
MNIST_P15_N2,unsat,150.2216
MNIST_P15_N25,unsat,124.3324
MNIST_P0_N31,unsat,129.3677
MNIST_P13_N29,unsat,93.9546
MNIST_P5_N47,unsat,107.0275
MNIST_P14_N20,NnenumError(Return code: 1),11.4343
MNIST_P4_N33,NnenumError(Return code: 1),10.0256
MNIST_P1_N42,unsat,90.1725
MNIST_P0_N12,NnenumError(Return code: 1),10.3902
MNIST_P11_N25,unsat,132.1556
MNIST_P1_N21,NnenumError(Return code: 1),11.1424
MNIST_P10_N27,NnenumError(Return code: 1),10.7746
MNIST_P13_N23,unsat,93.5364
MNIST_P0_N25,unsat,122.9168
MNIST_P11_N22,NnenumError(Return code: 1),10.076
MNIST_P0_N26,NnenumError(Return code: 1),10.1642
MNIST_P13_N40,unsat,94.6529
MNIST_P1_N46,unsat,109.6291
MNIST_P2_N16,NnenumError(Return code: 1),9.0697
MNIST_P1_N44,unsat,97.1792
MNIST_P0_N20,NnenumError(Return code: 1),10.2277
MNIST_P5_N37,unsat,112.1014
MNIST_P16_N12,NnenumError(Return code: 1),9.797
MNIST_P14_N29,unsat,96.0934
MNIST_P12_N42,unsat,95.0707
MNIST_P5_N41,unsat,264.2031
MNIST_P0_N24,unsat,93.6234
MNIST_P2_N49,NnenumError(Return code: 1),8.7405
MNIST_P10_N29,unsat,95.5139
MNIST_P5_N23,unsat,91.5776
MNIST_P14_N5,NnenumError(Return code: 1),10.2873
MNIST_P16_N15,NnenumError(Return code: 1),11.1056
MNIST_P3_N47,unsat,110.9735
MNIST_P6_N26,NnenumError(Return code: 1),12.1425
MNIST_P6_N19,NnenumError(Return code: 1),11.6655
MNIST_P6_N38,outofmemory,66.435
MNIST_P15_N7,unsat,102.6209
MNIST_P11_N7,unsat,97.867
MNIST_P10_N17,NnenumError(Return code: 1),9.4764
MNIST_P2_N31,unsat,124.014
MNIST_P5_N11,unsat,95.9906
MNIST_P9_N45,unsat,89.7817
MNIST_P16_N14,NnenumError(Return code: 1),11.971
MNIST_P11_N11,unsat,100.8471
MNIST_P12_N49,NnenumError(Return code: 1),10.5362
MNIST_P8_N31,unsat,130.5214
MNIST_P10_N10,unsat,95.9604
MNIST_P3_N31,unsat,127.8633
MNIST_P12_N8,NnenumTranslatorError(Unknown shape for variable x_0),0.1227
MNIST_P0_N40,unsat,96.7222
MNIST_P14_N46,unsat,118.3433
MNIST_P2_N11,outofmemory,61.593
MNIST_P10_N1,unsat,94.0453
MNIST_P8_N41,unsat,279.0717
MNIST_P0_N10,unsat,91.1315
MNIST_P10_N3,NnenumError(Return code: 1),9.9175
MNIST_P2_N17,NnenumError(Return code: 1),9.2376
MNIST_P4_N4,NnenumError(Return code: 1),9.6482
MNIST_P12_N38,unsat,93.076
MNIST_P0_N3,NnenumError(Return code: 1),10.3801
MNIST_P12_N24,unsat,89.2761
MNIST_P9_N22,NnenumError(Return code: 1),10.3105
MNIST_P11_N26,NnenumError(Return code: 1),11.4571
