ProblemId,Result,TotalTime
CIFAR_P33_N43,NnenumError(Return code: 1),21.3779
CIFAR_P9_N27,NnenumError(Return code: 1),20.8924
CIFAR_P92_N26,NnenumError(Return code: 1),21.8855
CIFAR_P55_N37,NnenumError(Return code: 1),21.4953
CIFAR_P42_N15,outofmemory,151.136
CIFAR_P18_N6,NnenumError(Return code: 1),21.4485
CIFAR_P78_N20,NnenumError(Return code: 1),21.1224
CIFAR_P50_N28,NnenumError(Return code: 1),21.3861
CIFAR_P20_N30,NnenumError(Return code: 1),21.2863
CIFAR_P25_N9,NnenumError(Return code: 1),22.2775
CIFAR_P60_N44,NnenumError(Return code: 1),21.1003
CIFAR_P45_N32,outofmemory,57.202
CIFAR_P9_N32,outofmemory,57.405
CIFAR_P28_N1,NnenumError(Return code: 1),21.1163
CIFAR_P51_N24,NnenumError(Return code: 1),21.7083
CIFAR_P11_N41,NnenumError(Return code: 1),21.5302
CIFAR_P87_N8,NnenumError(Return code: 1),20.8702
CIFAR_P10_N32,outofmemory,96.771
CIFAR_P10_N38,NnenumError(Return code: 1),20.8782
CIFAR_P18_N28,NnenumError(Return code: 1),21.8084
CIFAR_P73_N9,NnenumError(Return code: 1),22.0833
CIFAR_P89_N12,NnenumError(Return code: 1),21.0752
CIFAR_P55_N28,NnenumError(Return code: 1),21.4434
CIFAR_P3_N22,NnenumError(Return code: 1),21.0177
CIFAR_P37_N8,NnenumError(Return code: 1),11.5117
CIFAR_P76_N24,NnenumError(Return code: 1),13.2691
CIFAR_P80_N19,NnenumError(Return code: 1),12.6978
CIFAR_P48_N12,NnenumError(Return code: 1),12.0168
CIFAR_P90_N33,NnenumError(Return code: 1),12.6671
CIFAR_P99_N38,NnenumError(Return code: 1),12.5771
CIFAR_P73_N34,outofmemory,64.511
CIFAR_P68_N42,outofmemory,61.829
CIFAR_P5_N28,NnenumError(Return code: 1),10.214
CIFAR_P81_N14,NnenumError(Return code: 1),11.9243
CIFAR_P40_N35,NnenumError(Return code: 1),11.9027
CIFAR_P38_N31,NnenumError(Return code: 1),11.9632
CIFAR_P60_N13,outofmemory,64.019
CIFAR_P76_N4,outofmemory,104.827
CIFAR_P60_N23,NnenumError(Return code: 1),12.0724
CIFAR_P99_N37,NnenumError(Return code: 1),12.8505
CIFAR_P37_N29,NnenumError(Return code: 1),11.404
CIFAR_P64_N17,outofmemory,71.441
CIFAR_P53_N30,NnenumError(Return code: 1),12.4202
CIFAR_P61_N3,NnenumError(Return code: 1),12.0114
CIFAR_P95_N33,NnenumError(Return code: 1),11.4646
CIFAR_P69_N5,outofmemory,67.206
CIFAR_P55_N27,NnenumError(Return code: 1),14.1685
CIFAR_P90_N25,outofmemory,262.806
CIFAR_P12_N12,NnenumError(Return code: 1),13.6211
CIFAR_P68_N23,NnenumError(Return code: 1),14.4113
CIFAR_P77_N29,NnenumError(Return code: 1),13.1517
CIFAR_P61_N13,outofmemory,103.799
CIFAR_P25_N3,NnenumError(Return code: 1),13.5601
CIFAR_P52_N18,outofmemory,109.611
CIFAR_P22_N8,NnenumError(Return code: 1),13.3532
CIFAR_P96_N43,NnenumError(Return code: 1),12.4537
CIFAR_P99_N33,NnenumError(Return code: 1),12.4963
CIFAR_P69_N29,NnenumError(Return code: 1),13.6064
CIFAR_P39_N21,NnenumError(Return code: 1),13.1727
CIFAR_P28_N8,NnenumError(Return code: 1),12.3353
CIFAR_P59_N1,NnenumError(Return code: 1),13.4025
CIFAR_P15_N32,outofmemory,72.545
CIFAR_P31_N42,outofmemory,70.125
CIFAR_P24_N43,NnenumError(Return code: 1),11.5696
CIFAR_P26_N33,NnenumError(Return code: 1),12.1503
CIFAR_P51_N43,NnenumError(Return code: 1),11.3399
CIFAR_P63_N12,NnenumError(Return code: 1),9.1394
CIFAR_P90_N22,NnenumError(Return code: 1),9.3327
CIFAR_P54_N27,NnenumError(Return code: 1),9.2486
CIFAR_P27_N4,outofmemory,65.775
CIFAR_P70_N38,NnenumError(Return code: 1),13.2642
CIFAR_P8_N28,NnenumError(Return code: 1),12.9577
CIFAR_P0_N5,outofmemory,156.718
CIFAR_P63_N31,NnenumError(Return code: 1),12.4591
CIFAR_P71_N43,NnenumError(Return code: 1),13.6454
CIFAR_P74_N7,NnenumError(Return code: 1),12.6519
CIFAR_P30_N7,NnenumError(Return code: 1),12.6793
CIFAR_P12_N30,NnenumError(Return code: 1),11.5508
CIFAR_P95_N4,unsat,169.1815
CIFAR_P42_N45,NnenumError(Return code: 1),12.9829
CIFAR_P56_N28,NnenumError(Return code: 1),13.8282
CIFAR_P57_N23,NnenumError(Return code: 1),12.6376
CIFAR_P88_N8,NnenumError(Return code: 1),13.2425
CIFAR_P0_N16,NnenumError(Return code: 1),12.8659
CIFAR_P81_N22,NnenumError(Return code: 1),11.7669
CIFAR_P44_N19,NnenumError(Return code: 1),12.5214
CIFAR_P84_N29,NnenumError(Return code: 1),11.989
CIFAR_P89_N46,NnenumError(Return code: 1),13.5926
CIFAR_P72_N16,NnenumError(Return code: 1),13.1232
CIFAR_P75_N25,outofmemory,217.159
CIFAR_P15_N26,NnenumError(Return code: 1),14.6058
CIFAR_P13_N8,NnenumError(Return code: 1),11.4939
CIFAR_P28_N3,NnenumError(Return code: 1),12.4657
CIFAR_P40_N4,outofmemory,109.41
CIFAR_P42_N32,outofmemory,107.798
CIFAR_P58_N3,NnenumError(Return code: 1),13.7215
CIFAR_P0_N30,NnenumError(Return code: 1),10.9747
CIFAR_P78_N45,NnenumError(Return code: 1),12.7472
CIFAR_P76_N29,NnenumError(Return code: 1),13.0562
CIFAR_P8_N24,NnenumError(Return code: 1),13.9371
CIFAR_P20_N23,NnenumError(Return code: 1),15.427
CIFAR_P45_N46,NnenumError(Return code: 1),14.111
CIFAR_P47_N18,outofmemory,131.848
CIFAR_P15_N2,outofmemory,183.862
CIFAR_P72_N17,outofmemory,102.004
CIFAR_P67_N3,NnenumError(Return code: 1),9.5502
CIFAR_P85_N12,NnenumError(Return code: 1),13.9582
CIFAR_P51_N41,NnenumError(Return code: 1),11.7378
CIFAR_P30_N20,NnenumError(Return code: 1),14.2016
CIFAR_P30_N19,NnenumError(Return code: 1),9.9484
CIFAR_P35_N14,NnenumError(Return code: 1),13.7976
CIFAR_P28_N28,NnenumError(Return code: 1),14.6489
CIFAR_P52_N32,outofmemory,120.157
CIFAR_P73_N7,NnenumError(Return code: 1),8.9883
CIFAR_P93_N13,outofmemory,91.952
CIFAR_P22_N7,NnenumError(Return code: 1),9.2133
CIFAR_P50_N24,NnenumError(Return code: 1),13.4653
CIFAR_P22_N41,NnenumError(Return code: 1),9.5517
CIFAR_P32_N22,NnenumError(Return code: 1),12.0584
CIFAR_P57_N3,NnenumError(Return code: 1),11.1811
CIFAR_P94_N45,NnenumError(Return code: 1),12.7496
CIFAR_P27_N28,NnenumError(Return code: 1),14.1134
CIFAR_P38_N14,NnenumError(Return code: 1),14.0109
CIFAR_P23_N23,NnenumError(Return code: 1),13.3084
CIFAR_P11_N20,NnenumError(Return code: 1),12.7751
CIFAR_P13_N32,outofmemory,92.454
CIFAR_P13_N35,NnenumError(Return code: 1),13.089
CIFAR_P89_N44,NnenumError(Return code: 1),13.894
CIFAR_P94_N26,NnenumError(Return code: 1),13.218
CIFAR_P9_N44,NnenumError(Return code: 1),13.3991
CIFAR_P5_N6,NnenumError(Return code: 1),13.9837
CIFAR_P79_N1,NnenumError(Return code: 1),12.3273
CIFAR_P4_N2,outofmemory,129.334
CIFAR_P64_N9,NnenumError(Return code: 1),13.1558
CIFAR_P33_N37,NnenumError(Return code: 1),9.2874
CIFAR_P69_N46,NnenumError(Return code: 1),7.8213
CIFAR_P52_N29,NnenumError(Return code: 1),8.1149
CIFAR_P91_N2,outofmemory,107.529
CIFAR_P97_N6,NnenumError(Return code: 1),6.8533
CIFAR_P43_N41,NnenumError(Return code: 1),8.6036
CIFAR_P9_N23,NnenumError(Return code: 1),16.4968
CIFAR_P10_N35,NnenumError(Return code: 1),18.2436
CIFAR_P6_N30,NnenumError(Return code: 1),16.6234
CIFAR_P33_N4,unsat,203.5612
CIFAR_P36_N37,NnenumError(Return code: 1),18.351
CIFAR_P9_N45,NnenumError(Return code: 1),18.449
CIFAR_P35_N46,NnenumError(Return code: 1),17.8604
CIFAR_P43_N47,NnenumError(Return code: 1),22.3543
CIFAR_P26_N25,outofmemory,178.06
CIFAR_P49_N20,NnenumError(Return code: 1),15.9753
CIFAR_P30_N46,NnenumError(Return code: 1),20.2935
CIFAR_P66_N41,NnenumError(Return code: 1),18.2156
CIFAR_P76_N38,NnenumError(Return code: 1),21.9909
CIFAR_P34_N15,outofmemory,135.481
CIFAR_P46_N38,NnenumError(Return code: 1),12.7638
CIFAR_P26_N8,NnenumError(Return code: 1),12.4372
CIFAR_P4_N37,NnenumError(Return code: 1),16.2696
CIFAR_P15_N7,NnenumError(Return code: 1),14.0141
CIFAR_P18_N5,outofmemory,278.208
CIFAR_P57_N2,outofmemory,132.827
CIFAR_P70_N31,NnenumError(Return code: 1),9.4819
CIFAR_P91_N4,outofmemory,118.51
CIFAR_P20_N20,NnenumError(Return code: 1),8.9851
CIFAR_P39_N47,NnenumError(Return code: 1),9.0228
CIFAR_P2_N37,NnenumError(Return code: 1),10.1823
CIFAR_P56_N42,outofmemory,122.107
CIFAR_P86_N4,outofmemory,153.483
CIFAR_P40_N47,NnenumError(Return code: 1),8.8533
CIFAR_P57_N42,outofmemory,107.263
CIFAR_P67_N47,NnenumError(Return code: 1),11.4225
CIFAR_P69_N17,outofmemory,103.959
CIFAR_P6_N17,outofmemory,106.015
CIFAR_P19_N26,NnenumError(Return code: 1),12.6914
CIFAR_P80_N23,NnenumError(Return code: 1),11.5062
CIFAR_P72_N27,NnenumError(Return code: 1),13.0155
CIFAR_P40_N1,NnenumError(Return code: 1),14.7247
CIFAR_P96_N6,NnenumError(Return code: 1),14.0593
CIFAR_P46_N15,outofmemory,165.016
CIFAR_P10_N26,NnenumError(Return code: 1),14.5275
CIFAR_P30_N12,NnenumError(Return code: 1),12.2187
CIFAR_P44_N46,NnenumError(Return code: 1),12.4957
CIFAR_P97_N24,NnenumError(Return code: 1),10.1931
CIFAR_P83_N1,NnenumError(Return code: 1),8.9128
CIFAR_P56_N12,NnenumError(Return code: 1),7.719
CIFAR_P76_N7,NnenumError(Return code: 1),8.9696
CIFAR_P17_N16,NnenumError(Return code: 1),8.0565
CIFAR_P77_N30,NnenumError(Return code: 1),10.4651
CIFAR_P78_N25,outofmemory,208.369
CIFAR_P84_N34,unsat,170.7695
