ProblemId,Result,TotalTime
CIFAR_P7_N29,NnenumError(Return code: 1),11.382
CIFAR_P3_N9,NnenumError(Return code: 1),13.3387
CIFAR_P9_N9,NnenumError(Return code: 1),12.7341
CIFAR_P5_N4,outofmemory,49.04
CIFAR_P13_N5,outofmemory,129.227
CIFAR_P13_N24,NnenumError(Return code: 1),13.8011
CIFAR_P4_N3,NnenumError(Return code: 1),10.823
CIFAR_P11_N15,outofmemory,58.759
CIFAR_P12_N35,NnenumError(Return code: 1),11.9123
CIFAR_P12_N34,outofmemory,65.376
CIFAR_P9_N44,NnenumError(Return code: 1),12.4892
CIFAR_P3_N33,NnenumError(Return code: 1),12.09
CIFAR_P3_N3,NnenumError(Return code: 1),11.2416
CIFAR_P6_N28,NnenumError(Return code: 1),12.0443
CIFAR_P2_N31,NnenumError(Return code: 1),12.4365
CIFAR_P14_N22,NnenumError(Return code: 1),11.2349
CIFAR_P5_N17,outofmemory,102.06
CIFAR_P4_N5,outofmemory,125.382
CIFAR_P16_N2,outofmemory,89.364
CIFAR_P16_N7,NnenumError(Return code: 1),6.6254
CIFAR_P3_N21,NnenumError(Return code: 1),7.5728
CIFAR_P8_N43,NnenumError(Return code: 1),9.9185
CIFAR_P10_N37,NnenumError(Return code: 1),9.8402
CIFAR_P7_N33,NnenumError(Return code: 1),9.729
CIFAR_P7_N27,NnenumError(Return code: 1),8.3121
CIFAR_P2_N29,NnenumError(Return code: 1),9.9707
CIFAR_P11_N6,NnenumError(Return code: 1),9.7356
CIFAR_P3_N44,NnenumError(Return code: 1),8.5937
CIFAR_P12_N4,outofmemory,80.905
CIFAR_P3_N42,outofmemory,74.447
CIFAR_P15_N38,NnenumError(Return code: 1),10.3315
CIFAR_P9_N37,NnenumError(Return code: 1),9.5058
CIFAR_P13_N6,NnenumError(Return code: 1),12.2173
CIFAR_P13_N44,NnenumError(Return code: 1),11.9776
CIFAR_P16_N28,NnenumError(Return code: 1),13.4342
CIFAR_P4_N29,NnenumError(Return code: 1),12.4316
CIFAR_P10_N28,NnenumError(Return code: 1),12.8795
CIFAR_P3_N28,NnenumError(Return code: 1),5.4966
CIFAR_P10_N24,NnenumError(Return code: 1),5.5362
CIFAR_P6_N17,outofmemory,53.665
CIFAR_P15_N28,NnenumError(Return code: 1),6.2247
CIFAR_P9_N41,NnenumError(Return code: 1),7.9769
CIFAR_P11_N26,NnenumError(Return code: 1),7.3623
CIFAR_P11_N37,NnenumError(Return code: 1),7.5073
CIFAR_P12_N33,NnenumError(Return code: 1),7.9129
CIFAR_P13_N28,NnenumError(Return code: 1),7.7961
CIFAR_P14_N30,NnenumError(Return code: 1),7.921
CIFAR_P3_N45,NnenumError(Return code: 1),10.7568
CIFAR_P8_N42,outofmemory,89.551
CIFAR_P12_N43,NnenumError(Return code: 1),10.8632
CIFAR_P4_N22,NnenumError(Return code: 1),8.4447
CIFAR_P9_N29,NnenumError(Return code: 1),10.5082
CIFAR_P6_N47,NnenumError(Return code: 1),10.4222
CIFAR_P6_N1,NnenumError(Return code: 1),10.8196
CIFAR_P8_N21,NnenumError(Return code: 1),11.0244
CIFAR_P5_N28,NnenumError(Return code: 1),11.1235
