ProblemId,Result,TotalTime
CIFAR_P24_N23,NeurifyTranslatorError(Unsupported computation graph detected),0.9253
CIFAR_P42_N17,sat,11.0387
CIFAR_P75_N31,NeurifyTranslatorError(Unsupported computation graph detected),0.9946
CIFAR_P66_N31,NeurifyTranslatorError(Unsupported computation graph detected),1.0442
CIFAR_P74_N13,sat,1.5699
CIFAR_P11_N29,NeurifyTranslatorError(Unsupported computation graph detected),1.1761
CIFAR_P77_N23,NeurifyTranslatorError(Unsupported computation graph detected),0.969
CIFAR_P12_N4,sat,6.5343
CIFAR_P16_N33,NeurifyTranslatorError(Unsupported computation graph detected),1.2257
CIFAR_P26_N16,NeurifyTranslatorError(Unsupported computation graph detected),1.0852
CIFAR_P80_N28,NeurifyTranslatorError(Unsupported computation graph detected),0.8609
CIFAR_P13_N4,outofmemory,366.933
CIFAR_P60_N23,NeurifyTranslatorError(Unsupported computation graph detected),0.8632
CIFAR_P66_N1,NeurifyTranslatorError(Unsupported computation graph detected),0.9925
CIFAR_P89_N41,NeurifyTranslatorError(Unsupported computation graph detected),0.8749
CIFAR_P28_N18,sat,1.6585
CIFAR_P58_N19,NeurifyTranslatorError(Unsupported computation graph detected),1.4823
CIFAR_P42_N2,sat,48.5898
CIFAR_P41_N18,sat,1.3468
CIFAR_P27_N24,NeurifyTranslatorError(Unsupported computation graph detected),0.8882
CIFAR_P49_N29,NeurifyTranslatorError(Unsupported computation graph detected),1.1834
CIFAR_P23_N33,NeurifyTranslatorError(Unsupported computation graph detected),1.0429
CIFAR_P13_N5,sat,3.62
CIFAR_P37_N35,NeurifyTranslatorError(Unsupported computation graph detected),0.946
CIFAR_P57_N31,NeurifyTranslatorError(Unsupported computation graph detected),0.9134
CIFAR_P77_N42,sat,33.1418
CIFAR_P95_N38,NeurifyTranslatorError(Unsupported computation graph detected),0.9882
CIFAR_P80_N21,NeurifyTranslatorError(Unsupported computation graph detected),0.9398
CIFAR_P96_N42,sat,1.2687
CIFAR_P16_N28,NeurifyTranslatorError(Unsupported computation graph detected),0.8917
CIFAR_P63_N6,NeurifyTranslatorError(Unsupported computation graph detected),1.423
CIFAR_P59_N41,NeurifyTranslatorError(Unsupported computation graph detected),0.8868
CIFAR_P43_N14,NeurifyTranslatorError(Unsupported computation graph detected),0.8596
CIFAR_P84_N17,unsat,32.2727
CIFAR_P5_N13,sat,18.7603
CIFAR_P49_N12,NeurifyTranslatorError(Unsupported computation graph detected),1.0852
CIFAR_P82_N29,NeurifyTranslatorError(Unsupported computation graph detected),1.0154
CIFAR_P84_N22,NeurifyTranslatorError(Unsupported computation graph detected),1.1242
CIFAR_P97_N5,outofmemory,18.669
CIFAR_P9_N43,NeurifyTranslatorError(Unsupported computation graph detected),1.1591
CIFAR_P65_N33,NeurifyTranslatorError(Unsupported computation graph detected),0.8926
