ProblemId,Result,TotalTime
CIFAR_P1_N7,BabTranslatorError(Unsupported computation graph detected),1.2505
CIFAR_P2_N3,BabTranslatorError(Unsupported computation graph detected),1.006
CIFAR_P3_N6,BabTranslatorError(Unsupported computation graph detected),1.7328
CIFAR_P4_N6,BabTranslatorError(Unsupported computation graph detected),1.7137
CIFAR_P5_N33,BabTranslatorError(Unsupported computation graph detected),1.1487
CIFAR_P7_N23,BabTranslatorError(Unsupported computation graph detected),1.3391
CIFAR_P7_N46,BabTranslatorError(Unsupported computation graph detected),1.3599
CIFAR_P11_N24,BabTranslatorError(Unsupported computation graph detected),1.4236
CIFAR_P6_N31,BabTranslatorError(Unsupported computation graph detected),1.1645
CIFAR_P2_N7,BabTranslatorError(Unsupported computation graph detected),1.1716
CIFAR_P9_N12,BabTranslatorError(Unsupported computation graph detected),1.2875
CIFAR_P15_N46,BabTranslatorError(Unsupported computation graph detected),1.5504
CIFAR_P11_N37,BabTranslatorError(Unsupported computation graph detected),1.1886
CIFAR_P15_N29,BabTranslatorError(Unsupported computation graph detected),0.9961
CIFAR_P12_N24,BabTranslatorError(Unsupported computation graph detected),1.4904
CIFAR_P1_N31,BabTranslatorError(Unsupported computation graph detected),1.1746
CIFAR_P5_N43,BabTranslatorError(Unsupported computation graph detected),1.1134
CIFAR_P3_N35,BabTranslatorError(Unsupported computation graph detected),1.4847
CIFAR_P5_N12,BabTranslatorError(Unsupported computation graph detected),1.0782
CIFAR_P5_N19,BabTranslatorError(Unsupported computation graph detected),1.5801
CIFAR_P13_N37,BabTranslatorError(Unsupported computation graph detected),1.3586
CIFAR_P1_N32,sat,1600.2465
CIFAR_P12_N7,BabTranslatorError(Unsupported computation graph detected),1.2702
CIFAR_P5_N24,BabTranslatorError(Unsupported computation graph detected),1.3339
CIFAR_P16_N16,BabTranslatorError(Unsupported computation graph detected),1.0129
CIFAR_P8_N31,BabTranslatorError(Unsupported computation graph detected),1.1462
CIFAR_P5_N9,BabTranslatorError(Unsupported computation graph detected),2.0746
CIFAR_P9_N46,BabTranslatorError(Unsupported computation graph detected),1.2412
CIFAR_P6_N30,BabTranslatorError(Unsupported computation graph detected),1.674
CIFAR_P7_N25,outofmemory,160.641
CIFAR_P10_N14,BabTranslatorError(Unsupported computation graph detected),1.3987
CIFAR_P13_N7,BabTranslatorError(Unsupported computation graph detected),1.0057
CIFAR_P16_N29,BabTranslatorError(Unsupported computation graph detected),0.8553
CIFAR_P7_N47,BabTranslatorError(Unsupported computation graph detected),0.8108
CIFAR_P1_N3,BabTranslatorError(Unsupported computation graph detected),0.9263
CIFAR_P12_N29,BabTranslatorError(Unsupported computation graph detected),1.3853
CIFAR_P9_N6,BabTranslatorError(Unsupported computation graph detected),1.7571
