ProblemId,Result,TotalTime
CIFAR_P58_N44,MarabouError(Return code: 1),4.7852
CIFAR_P71_N13,unsat,156.841
CIFAR_P74_N23,MarabouError(Return code: 1),4.7011
CIFAR_P34_N2,outofmemory,122.206
CIFAR_P20_N19,MarabouError(Return code: 1),4.5027
CIFAR_P72_N21,MarabouError(Return code: 1),4.5647
CIFAR_P26_N34,unsat,103.4521
CIFAR_P51_N29,timeout,3600.011
CIFAR_P86_N43,MarabouError(Return code: 1),4.5716
CIFAR_P94_N28,MarabouError(Return code: 1),4.5808
CIFAR_P96_N19,MarabouError(Return code: 1),4.5131
CIFAR_P39_N32,unsat,162.1098
CIFAR_P90_N6,MarabouError(Return code: 1),4.6708
CIFAR_P57_N38,MarabouError(Return code: 1),4.6705
CIFAR_P33_N47,MarabouError(Return code: 1),4.567
CIFAR_P37_N45,MarabouError(Return code: 1),4.5265
CIFAR_P10_N46,MarabouError(Return code: 1),4.6475
CIFAR_P22_N43,MarabouError(Return code: 1),4.6534
CIFAR_P88_N3,outofmemory,51.241
CIFAR_P19_N14,MarabouError(Return code: 1),4.5543
CIFAR_P63_N8,timeout,3600.017
CIFAR_P3_N24,MarabouError(Return code: 1),4.4888
CIFAR_P35_N45,MarabouError(Return code: 1),4.5579
CIFAR_P67_N23,MarabouError(Return code: 1),4.7463
CIFAR_P94_N19,MarabouError(Return code: 1),2.5463
CIFAR_P82_N9,MarabouError(Return code: 1),3.0403
CIFAR_P6_N5,outofmemory,177.039
CIFAR_P73_N43,MarabouError(Return code: 1),2.5552
CIFAR_P31_N17,unsat,73.9425
CIFAR_P7_N32,unsat,157.3333
CIFAR_P67_N5,outofmemory,180.638
CIFAR_P95_N34,unsat,109.2864
CIFAR_P7_N4,timeout,3600.007
CIFAR_P97_N4,timeout,3600.007
CIFAR_P85_N16,MarabouError(Return code: 1),3.1032
CIFAR_P22_N45,MarabouError(Return code: 1),3.7164
CIFAR_P0_N33,MarabouError(Return code: 1),3.6076
CIFAR_P37_N14,MarabouError(Return code: 1),3.9657
CIFAR_P41_N15,outofmemory,127.407
CIFAR_P52_N23,MarabouError(Return code: 1),3.7267
CIFAR_P7_N47,MarabouError(Return code: 1),2.5391
CIFAR_P11_N4,timeout,3600.018
CIFAR_P2_N32,unsat,158.8344
CIFAR_P38_N17,timeout,3600.01
CIFAR_P80_N41,MarabouError(Return code: 1),3.12
CIFAR_P43_N44,MarabouError(Return code: 1),3.3308
CIFAR_P53_N27,MarabouError(Return code: 1),2.8341
CIFAR_P74_N44,MarabouError(Return code: 1),2.9552
CIFAR_P92_N3,outofmemory,63.956
CIFAR_P8_N29,timeout,3600.022
CIFAR_P26_N22,MarabouError(Return code: 1),2.4574
CIFAR_P72_N13,unsat,147.6087
CIFAR_P73_N45,MarabouError(Return code: 1),2.8049
CIFAR_P51_N17,unsat,72.3536
CIFAR_P87_N12,MarabouError(Return code: 1),2.6038
CIFAR_P10_N26,MarabouError(Return code: 1),2.5569
CIFAR_P88_N17,timeout,3600.021
CIFAR_P86_N45,MarabouError(Return code: 1),2.8227
CIFAR_P61_N24,MarabouError(Return code: 1),2.7453
CIFAR_P75_N23,MarabouError(Return code: 1),2.7196
CIFAR_P83_N15,outofmemory,105.573
CIFAR_P0_N28,MarabouError(Return code: 1),2.7616
CIFAR_P14_N32,unsat,132.6454
CIFAR_P95_N29,timeout,3600.017
CIFAR_P85_N43,MarabouError(Return code: 1),2.211
CIFAR_P91_N42,unsat,57.7058
CIFAR_P9_N19,MarabouError(Return code: 1),2.491
CIFAR_P78_N15,outofmemory,101.212
CIFAR_P95_N33,MarabouError(Return code: 1),2.1821
CIFAR_P78_N25,outofmemory,142.4
CIFAR_P44_N9,MarabouError(Return code: 1),3.1959
CIFAR_P88_N6,MarabouError(Return code: 1),3.0277
CIFAR_P84_N9,MarabouError(Return code: 1),3.1304
CIFAR_P4_N4,timeout,3600.01
CIFAR_P58_N12,MarabouError(Return code: 1),1.8008
CIFAR_P52_N15,outofmemory,91.317
CIFAR_P59_N20,MarabouError(Return code: 1),2.3437
CIFAR_P83_N3,outofmemory,43.659
CIFAR_P42_N24,MarabouError(Return code: 1),2.3537
CIFAR_P70_N6,MarabouError(Return code: 1),2.2115
CIFAR_P25_N12,MarabouError(Return code: 1),1.6645
CIFAR_P46_N22,MarabouError(Return code: 1),1.83
CIFAR_P1_N38,MarabouError(Return code: 1),2.0286
CIFAR_P8_N19,MarabouError(Return code: 1),1.9481
CIFAR_P83_N30,MarabouError(Return code: 1),2.1413
CIFAR_P19_N30,MarabouError(Return code: 1),2.0932
CIFAR_P15_N22,MarabouError(Return code: 1),1.7874
CIFAR_P34_N1,MarabouError(Return code: 1),1.8405
CIFAR_P34_N45,MarabouError(Return code: 1),1.7937
CIFAR_P30_N9,MarabouError(Return code: 1),2.368
CIFAR_P39_N9,MarabouError(Return code: 1),2.3339
CIFAR_P99_N35,MarabouError(Return code: 1),1.6451
CIFAR_P19_N6,MarabouError(Return code: 1),1.8684
CIFAR_P43_N24,MarabouError(Return code: 1),1.8901
CIFAR_P74_N22,MarabouError(Return code: 1),1.5305
CIFAR_P22_N5,outofmemory,231.151
CIFAR_P2_N18,unsat,75.9566
CIFAR_P75_N17,timeout,3600.011
CIFAR_P26_N33,MarabouError(Return code: 1),1.808
CIFAR_P6_N4,timeout,3600.022
CIFAR_P45_N25,outofmemory,125.789
CIFAR_P81_N20,MarabouError(Return code: 1),1.8947
CIFAR_P93_N22,MarabouError(Return code: 1),1.8681
CIFAR_P23_N31,MarabouError(Return code: 1),1.9759
CIFAR_P3_N35,MarabouError(Return code: 1),1.7399
CIFAR_P76_N28,MarabouError(Return code: 1),1.6718
CIFAR_P84_N5,outofmemory,126.1
CIFAR_P41_N46,MarabouError(Return code: 1),1.8562
CIFAR_P78_N45,MarabouError(Return code: 1),1.9215
CIFAR_P19_N3,outofmemory,39.892
CIFAR_P61_N31,MarabouError(Return code: 1),1.9664
CIFAR_P59_N2,outofmemory,82.516
CIFAR_P45_N14,MarabouError(Return code: 1),2.0434
CIFAR_P98_N27,MarabouError(Return code: 1),1.8882
CIFAR_P93_N30,MarabouError(Return code: 1),1.9215
CIFAR_P67_N12,MarabouError(Return code: 1),1.5689
CIFAR_P72_N46,MarabouError(Return code: 1),1.9938
CIFAR_P76_N4,timeout,3600.015
CIFAR_P70_N14,MarabouError(Return code: 1),1.9652
CIFAR_P21_N28,MarabouError(Return code: 1),1.9175
CIFAR_P53_N14,MarabouError(Return code: 1),1.5769
CIFAR_P45_N29,timeout,3600.007
CIFAR_P43_N30,MarabouError(Return code: 1),1.9237
CIFAR_P9_N14,MarabouError(Return code: 1),1.7002
CIFAR_P63_N1,MarabouError(Return code: 1),1.5488
CIFAR_P44_N12,MarabouError(Return code: 1),1.3569
CIFAR_P77_N19,MarabouError(Return code: 1),1.4068
CIFAR_P66_N41,MarabouError(Return code: 1),1.4026
